customer_id,segment,age,gender,state,occupation,registration_date,annual_income
C00087,retail,44,F,Nayarit,Doctor,2020-01-05 06:12:53.930284983,1088376.968085757
C00088,retail,37,M,Sinaloa,Government Employee,2020-02-29 15:46:37.572480261,494696.2155267233
C00089,retail,45,M,Hidalgo,Doctor,2023-10-04 16:01:20.166697615,1365168.2065199877
C00090,retail,48,F,Baja California,Government Employee,2023-05-09 23:47:26.403562032,437612.2012070728
C00091,retail,56,F,Tamaulipas,Freelancer,2025-02-06 03:22:01.350194236,822125.1899827424
C00092,retail,41,F,Nuevo León,Business Owner,2021-10-29 12:38:16.698015194,3138676.9750843067
C00093,retail,61,F,Tamaulipas,Retired,2020-12-01 11:44:22.268780583,362002.99332840095
C00094,retail,52,F,Baja California,Retired,2020-12-12 05:48:03.795597748,692372.2098291417
C00095,retail,33,M,Tabasco,Doctor,2020-07-30 03:34:16.156559827,1392427.7844812195
C00096,retail,68,F,Campeche,Retired,2020-12-10 22:51:07.194233646,259237.8127087683
C00097,retail,45,F,Campeche,Engineer,2023-10-02 05:31:32.994842408,795577.119003194
C00098,retail,31,F,Durango,Freelancer,2021-06-18 02:33:30.190647353,558972.2868205986
C00099,retail,61,F,Morelos,Student,2025-11-15 05:35:44.546768330,285937.9939344928
C00100,retail,66,F,San Luis Potosí,Retired,2023-11-02 00:21:38.560921021,369023.23878193577
C00101,retail,41,F,Michoacán,Teacher,2021-08-09 12:17:42.884468549,699381.2590136516
C00102,retail,35,F,Puebla,Lawyer,2024-01-20 16:10:19.421105670,840095.7123282257
C00103,retail,39,F,Tamaulipas,Business Owner,2023-12-10 08:58:53.773367578,1748703.9664653065
C00104,retail,50,F,Colima,Sales,2023-01-01 07:04:49.660593823,682953.7206587754
C00105,SME,57,F,Tlaxcala,Freelancer,2025-04-08 06:07:08.385560801,361057.03435985575
C00106,retail,48,M,Chihuahua,Retired,2025-06-27 02:31:07.318630030,649961.8812906989
C00107,retail,43,F,Veracruz,Student,2024-08-22 20:43:30.905825545,193191.60905769354
C00108,retail,59,F,Baja California,Teacher,2023-04-22 02:00:17.712098852,693327.9511208409
C00109,retail,38,F,Quintana Roo,Lawyer,2025-02-25 21:02:57.168151843,1649572.6290590905
C00110,retail,54,M,Sonora,Engineer,2024-08-22 10:51:48.821139928,1087760.3942556703
C00111,retail,38,F,México,Business Owner,2024-09-21 08:05:01.177951304,2451034.949583062
C00112,retail,47,M,Yucatán,Lawyer,2020-05-30 19:56:07.839037613,1216370.5030094013
C00113,SME,40,F,Yucatán,Student,2024-01-02 09:28:22.385847723,234763.40293428826
C00114,retail,41,M,Sinaloa,Teacher,2022-07-18 08:54:18.211522850,694971.7591086248
C00115,retail,37,F,Quintana Roo,Student,2024-01-20 02:00:33.659140658,184179.14780916244
C00116,retail,58,M,Guanajuato,Teacher,2021-12-25 19:55:41.247873209,452683.97164675395
C00117,retail,33,M,Puebla,Consultant,2023-06-02 09:41:48.264411045,1952583.4490374913
C00118,retail,33,F,Michoacán,Student,2022-05-18 08:56:40.448755890,224327.19522005453
C00119,retail,67,M,Campeche,Retired,2022-09-30 13:34:56.782421935,429272.89612010797
C00120,retail,53,F,Guanajuato,Teacher,2024-02-13 08:36:58.102270577,552520.9298676562
C00121,retail,18,F,Jalisco,Student,2021-01-09 18:33:55.959149548,288873.1639611015
C00122,retail,35,F,Colima,Engineer,2025-07-24 08:28:23.205419578,706165.8101528408
C00123,retail,20,M,Chihuahua,Student,2023-11-13 05:59:36.237178292,293713.59561196226
C00124,retail,30,F,Tlaxcala,Accountant,2024-10-03 09:10:54.884056610,597793.4643786954
C00125,retail,18,M,Zacatecas,Student,2021-05-24 05:22:51.790713352,277848.1512528913
C00126,retail,40,F,Puebla,Business Owner,2021-02-26 18:47:22.176701070,1886104.2603911727
C00127,retail,28,F,Quintana Roo,Teacher,2025-07-23 08:37:23.887639391,329193.53410124715
C00128,retail,42,M,Zacatecas,Teacher,2021-05-29 02:35:31.372445551,624921.831039728
C00129,retail,22,M,Tabasco,Student,2025-05-18 03:27:38.936775503,234009.61662633662
C00130,retail,42,M,Nuevo León,Sales,2023-01-12 02:40:06.253406468,503987.2026006683
C00131,retail,37,F,Sinaloa,Consultant,2021-05-20 00:52:03.042472606,1144824.8901027595
C00132,retail,60,M,Campeche,Government Employee,2021-10-07 12:25:27.531049788,728104.0107177983
C00133,retail,58,F,Tamaulipas,Doctor,2023-02-09 02:18:44.838760148,983885.6813678098
C00134,retail,51,F,Campeche,Student,2021-04-29 19:10:22.598386527,208473.18115707475
C00135,SME,38,F,Yucatán,Doctor,2022-04-16 05:24:27.916306416,1138407.9370040158
C00136,retail,65,F,San Luis Potosí,Government Employee,2020-11-13 17:13:28.223292474,324943.39424606186
C00137,retail,23,M,Chihuahua,Lawyer,2023-01-06 07:14:56.744350156,1371419.9142948426
C00138,retail,25,F,Veracruz,Business Owner,2024-10-21 22:13:21.871476917,4238230.359306975
C00139,retail,40,F,Guanajuato,Engineer,2023-10-16 06:54:36.819939551,1009192.4815749814
C00140,SME,69,F,Aguascalientes,Retired,2021-03-04 12:05:50.296012624,461186.58887766406
C00141,SME,39,M,Baja California,Retired,2021-12-10 20:06:44.587427768,504426.20728203875
C00142,retail,39,M,Ciudad de México,Freelancer,2023-12-17 15:17:12.508240477,226180.80808464298
C00143,retail,24,M,Michoacán,Sales,2024-08-02 10:51:50.178101194,843030.8634130361
C00144,retail,53,M,Chihuahua,Accountant,2020-07-05 23:42:43.004905102,790644.3466862912
C00145,retail,53,M,Quintana Roo,Teacher,2025-07-21 22:01:27.640411989,426563.960141198
C00146,retail,51,M,Tabasco,Teacher,2022-06-14 00:18:15.146908215,417433.22567668656
C00147,retail,34,F,Ciudad de México,Business Owner,2024-12-31 20:31:05.863926889,3536530.427565176
C00148,retail,33,M,Nuevo León,Sales,2022-03-24 01:26:52.631890464,629814.3762202587
C00149,retail,26,F,Chiapas,Freelancer,2025-08-07 00:59:55.538210539,387842.7650654173
C00150,retail,43,M,Puebla,Student,2024-01-21 19:34:10.594360487,229190.70395080914
C00151,SME,29,F,Durango,Doctor,2020-07-11 13:32:25.890382698,1273327.6318329151
C00152,retail,27,F,Veracruz,Doctor,2025-06-23 17:17:36.496154467,1008358.6112979685
C00153,retail,36,F,Coahuila,Accountant,2025-03-09 11:26:00.612313839,756494.110077374
C00154,retail,36,F,Tlaxcala,Government Employee,2020-03-16 05:29:14.734157904,478415.74467601907
C00155,corporate,35,M,Baja California,Lawyer,2023-04-09 03:22:44.892945306,686017.8816899024
C00156,retail,47,F,Oaxaca,Freelancer,2024-10-04 07:30:21.125111790,588246.1579198143
C00157,retail,42,M,Tabasco,Student,2024-04-02 20:47:25.996337083,267850.0044446305
C00158,retail,38,M,Yucatán,Sales,2022-07-07 22:34:15.252187820,389002.99465051945
C00159,retail,44,M,Campeche,Student,2023-10-12 11:09:06.836974915,270541.1641098787
C00160,retail,30,F,Tamaulipas,Business Owner,2024-02-07 15:07:04.371424483,3578817.71500753
C00161,retail,43,M,Colima,Teacher,2020-05-05 23:35:04.060549310,502948.6554122254
C00162,retail,43,F,Sonora,Retired,2023-12-04 19:55:42.451993548,687156.0251197543
C00163,retail,23,M,Zacatecas,Consultant,2020-05-20 13:02:41.238463143,1825122.70176447
C00164,retail,53,F,Baja California Sur,Sales,2023-03-20 14:29:12.022389248,616065.1060625346
C00165,retail,31,F,Baja California,Consultant,2023-03-05 15:05:32.067721802,1336670.3700258282
C00166,retail,43,M,Ciudad de México,Consultant,2022-07-12 10:16:44.109007708,916657.2295203976
C00167,retail,55,M,Tamaulipas,Sales,2022-04-01 22:25:33.981051022,848129.8915984632
C00168,retail,53,F,Guanajuato,Freelancer,2024-05-18 21:09:11.882709478,1095929.4409990828
C00169,retail,42,M,Campeche,Teacher,2020-05-17 19:36:08.458509450,596823.5110574908
C00170,retail,37,F,Ciudad de México,Retired,2022-07-15 16:42:41.746904342,307547.05712382874
C00171,retail,53,F,Chihuahua,Engineer,2021-07-07 16:15:29.046179043,992552.8714782958
C00172,retail,50,M,Aguascalientes,Sales,2021-03-03 04:03:47.472934828,414524.3232292955
C00173,retail,34,M,Veracruz,Student,2022-11-11 15:05:33.979681184,202657.3641551667
C00174,retail,32,M,Tabasco,Teacher,2023-01-30 17:02:43.380054383,603685.4354284722
C00175,retail,18,M,Baja California Sur,Student,2023-06-02 16:30:49.275099695,295168.9123225616
C00176,retail,43,M,Coahuila,Government Employee,2025-07-12 01:39:33.422549709,376234.1164015918
C00177,retail,41,M,Ciudad de México,Government Employee,2023-09-28 08:13:21.561491249,414783.40343437553
C00178,retail,55,M,Colima,Business Owner,2025-09-04 19:35:43.282049726,1642708.5194184151
C00179,SME,46,M,Tamaulipas,Consultant,2022-10-25 12:27:56.847630863,1944367.5760402784
C00180,retail,58,F,Puebla,Freelancer,2021-09-13 18:21:27.649766702,896398.9898119584
C00181,retail,33,F,Tamaulipas,Engineer,2023-08-27 15:32:57.112973012,974802.2498131744
C00182,retail,55,F,Hidalgo,Accountant,2022-02-28 17:54:57.087080050,753519.2651178585
C00183,SME,35,M,San Luis Potosí,Consultant,2023-12-31 23:18:35.615883198,1306394.2119921343
C00184,retail,51,M,Nayarit,Sales,2020-08-13 22:02:32.710830101,438612.9045838172
C00185,retail,24,F,Nuevo León,Government Employee,2023-11-27 17:24:13.234494449,408183.77959513274
C00186,retail,44,F,San Luis Potosí,Business Owner,2021-03-22 07:10:36.433344914,4055185.131246571
C00187,retail,18,M,Ciudad de México,Student,2025-04-24 16:13:51.216702258,236483.6019983872
C00188,retail,38,M,Sonora,Government Employee,2023-01-22 05:36:57.062269521,479206.3394705467
C00189,retail,47,F,San Luis Potosí,Business Owner,2022-12-13 10:19:36.277437917,3420959.278296905
C00190,retail,35,F,Oaxaca,Doctor,2024-02-22 06:45:40.820743058,946621.6705020955
C00191,retail,29,M,Tlaxcala,Business Owner,2023-10-05 06:03:22.969094394,2801738.678122007
C00192,retail,52,F,Chihuahua,Engineer,2025-09-21 07:54:53.312753362,633154.2578952927
C00193,SME,40,F,Tabasco,Consultant,2020-01-09 00:51:37.461384601,1639507.8418623132
C00194,retail,36,F,Puebla,Lawyer,2020-12-13 20:46:33.229611395,984962.5994719537
C00195,retail,42,F,Guerrero,Business Owner,2022-01-06 13:48:16.878656002,2599305.9766824506
C00196,retail,73,M,Yucatán,Retired,2024-08-13 22:28:01.246750954,589697.3106801196
C00197,retail,55,F,Campeche,Lawyer,2020-05-21 16:25:33.452157302,1391516.2931960067
C00198,retail,55,F,Ciudad de México,Engineer,2025-09-07 23:17:54.537219442,779792.651724852
C00199,retail,47,F,Durango,Student,2025-05-16 16:09:59.619104545,188523.43105678962
C00200,retail,43,F,Baja California Sur,Lawyer,2021-05-01 17:06:46.132343707,1705929.3136039306
C00201,retail,18,F,Morelos,Student,2025-04-19 14:08:48.448104130,180951.02906999603
C00202,retail,33,M,Tlaxcala,Lawyer,2020-05-16 14:57:37.898500723,1481513.7055534376
C00203,retail,36,M,Coahuila,Student,2021-06-23 18:28:07.290508989,293449.4244262176
C00204,retail,19,F,Sonora,Student,2025-09-06 07:16:48.254930826,216800.83313789577
C00205,retail,28,M,Colima,Accountant,2021-02-17 11:55:42.923868476,452809.72399095015
C00206,retail,18,M,Guanajuato,Student,2025-03-11 18:52:02.921168302,209945.65200761487
C00207,retail,41,M,Hidalgo,Business Owner,2020-11-01 17:48:44.851658381,2047698.947899319
C00208,retail,51,F,Baja California Sur,Doctor,2023-04-01 01:45:12.413599630,1115924.6489231968
C00209,retail,55,M,Nuevo León,Sales,2023-11-16 23:58:10.819933705,591405.9347684648
C00210,retail,46,F,Jalisco,Retired,2023-05-21 13:51:50.576414210,576399.3375534711
C00211,retail,30,M,Querétaro,Accountant,2023-05-08 03:40:36.015313868,1030641.5370858792
C00212,retail,18,M,Michoacán,Student,2021-08-22 18:33:44.361827627,235775.69464468435
C00213,retail,20,M,México,Student,2020-08-15 14:11:35.087217825,269560.15858756413
C00214,retail,26,M,Baja California,Retired,2020-10-02 20:04:53.398055122,307239.6458107691
C00215,retail,31,F,Chihuahua,Engineer,2024-12-07 23:36:52.040978878,730148.5676590856
C00216,retail,40,F,Puebla,Lawyer,2024-08-06 23:10:18.850694937,741695.188226473
C00217,retail,29,F,Veracruz,Consultant,2020-08-17 14:19:29.794457533,1537612.4718963057
C00218,retail,46,M,Coahuila,Engineer,2023-02-06 10:58:21.164839279,1135352.6629119227
C00219,retail,39,F,Yucatán,Freelancer,2021-05-29 00:19:25.379540156,1089059.0236549706
C00220,retail,42,M,Ciudad de México,Retired,2024-12-02 22:32:20.988220372,396902.0837061737
C00221,retail,55,M,Ciudad de México,Student,2024-10-03 17:22:13.010807565,208106.56707775936
C00222,retail,27,F,Morelos,Student,2025-06-26 01:53:56.511100545,212886.30877175106
C00223,retail,47,F,Quintana Roo,Business Owner,2023-02-10 16:43:15.780292453,1935539.159616327
C00224,retail,41,M,Baja California Sur,Retired,2020-11-25 04:45:24.653156224,287010.67282635067
C00225,retail,37,M,Campeche,Consultant,2023-01-17 02:02:40.174370748,700016.3425329752
C00226,retail,52,F,Baja California,Consultant,2024-08-10 08:27:11.643509806,821725.685903894
C00227,SME,52,M,Aguascalientes,Doctor,2025-08-22 21:18:45.340409550,805718.3100954521
C00228,retail,30,F,Durango,Business Owner,2023-12-25 15:58:46.267464490,903089.0339381974
C00229,retail,39,F,Veracruz,Sales,2023-09-06 10:59:45.102934258,704058.3784739382
C00230,retail,45,F,Zacatecas,Accountant,2024-02-27 17:42:17.757785521,833527.2460079049
C00231,retail,38,M,Baja California Sur,Retired,2023-09-29 18:17:59.354564564,675440.9569410319
C00232,retail,49,F,Durango,Lawyer,2024-02-15 00:51:06.901746057,1082108.951058793
C00233,retail,45,M,Ciudad de México,Doctor,2025-03-26 02:09:35.017542232,1111032.6189199043
C00234,retail,63,M,Morelos,Consultant,2022-06-21 10:55:55.104163963,601602.7504646899
C00235,retail,23,F,México,Doctor,2024-07-16 17:59:06.708337647,906575.6012097104
C00236,retail,40,M,Baja California Sur,Teacher,2025-07-19 19:18:30.773572016,576643.6469875718
C00237,retail,31,M,Tabasco,Engineer,2022-02-09 02:02:44.117265254,664528.0485173678
C00238,retail,49,F,Puebla,Doctor,2025-02-21 20:38:59.285665356,1341294.923669022
C00239,retail,22,F,Baja California Sur,Student,2021-01-26 00:53:27.170234927,264682.314995604
C00240,retail,46,M,Campeche,Freelancer,2021-10-23 13:07:33.164205640,947263.1552971549
C00241,SME,34,M,Campeche,Sales,2021-04-19 00:42:43.313878708,698879.3976829472
C00242,SME,33,M,Morelos,Teacher,2025-09-27 12:32:29.182278402,583065.80747533
C00243,SME,24,M,Zacatecas,Student,2024-08-09 20:50:23.733791844,245616.48952301388
C00244,retail,36,F,Chihuahua,Accountant,2024-11-22 01:58:13.206536077,874766.6142865012
C00245,retail,55,F,Guanajuato,Freelancer,2023-02-08 05:33:43.827726329,726179.8694326931
C00246,SME,41,F,Guerrero,Lawyer,2022-11-16 01:33:42.067755910,847306.4920227486
C00247,retail,49,M,Quintana Roo,Engineer,2020-01-24 13:36:14.459513244,652325.5144496699
C00248,SME,61,M,Tamaulipas,Freelancer,2021-11-12 21:48:54.667997800,605303.0976479489
C00249,SME,45,M,Coahuila,Engineer,2021-05-11 07:49:51.226100808,509742.20799910655
C00250,retail,35,M,Hidalgo,Lawyer,2022-01-20 08:55:30.690601426,1667157.105806882
C00251,retail,47,M,Chihuahua,Freelancer,2025-02-13 08:31:03.782883843,468266.4749452224
C00252,retail,35,M,Quintana Roo,Retired,2025-10-28 06:33:49.268588780,273192.1796765204
C00253,retail,35,M,Veracruz,Government Employee,2024-10-09 08:56:28.425068715,597098.350304313
C00254,retail,23,F,Baja California Sur,Government Employee,2021-11-08 12:48:07.350748309,870919.350320609
C00255,retail,53,F,Puebla,Sales,2023-06-15 18:34:26.532323440,508279.68138742744
C00256,retail,37,F,Jalisco,Engineer,2021-01-15 05:00:02.470184853,683878.4072671393
C00257,SME,44,M,Zacatecas,Freelancer,2021-07-25 22:42:54.853003751,744902.9276129922
C00258,retail,29,F,Jalisco,Student,2020-02-22 01:00:46.445624253,248926.2313646097
C00259,retail,47,F,Quintana Roo,Freelancer,2024-06-23 20:43:38.855818990,959190.4480220062
C00260,retail,32,M,Durango,Retired,2021-10-14 15:26:53.417467019,609889.9005638899
C00261,retail,40,F,Chiapas,Teacher,2023-09-28 13:57:14.051628433,582483.8053830503
C00262,corporate,52,F,Veracruz,Sales,2023-11-29 18:03:51.131065026,252950.10909133704
C00263,retail,51,F,Sonora,Business Owner,2020-11-24 15:04:54.856800380,708937.2803497787
C00264,retail,41,M,Baja California,Consultant,2020-09-16 14:59:23.374948590,1966175.9568147634
C00265,retail,20,M,Zacatecas,Student,2020-12-14 17:15:35.008057944,211704.87674760935
C00266,retail,77,F,Chihuahua,Retired,2025-02-19 08:19:49.510581779,377057.96052559244
C00267,retail,62,M,Quintana Roo,Accountant,2022-06-11 07:19:12.031406678,912569.5056023116
C00268,retail,50,F,Guanajuato,Consultant,2023-05-21 03:58:21.214586317,1372379.1429734756
C00269,retail,32,F,Nayarit,Consultant,2022-12-29 09:58:17.771951603,1195347.1164273885
C00270,retail,40,M,Sonora,Accountant,2024-07-06 13:41:31.772353969,481507.9052162532
C00271,retail,35,F,San Luis Potosí,Doctor,2020-10-05 19:24:58.007679934,857041.4478865619
C00272,retail,57,F,Puebla,Teacher,2025-10-29 23:26:59.042335501,581449.9775856417
C00273,retail,45,M,Guanajuato,Engineer,2024-04-08 19:46:01.832591154,587223.2637780601
C00274,SME,32,M,San Luis Potosí,Sales,2020-06-13 01:54:47.255899802,533277.1015622255
C00275,retail,36,F,México,Business Owner,2023-06-17 13:57:09.128365123,3865342.850821159
C00276,retail,55,F,Baja California Sur,Teacher,2025-03-21 13:42:50.288250807,669280.5001802867
C00277,retail,61,M,Baja California,Teacher,2024-05-15 15:09:26.740615914,649435.2978643569
C00278,retail,60,M,Coahuila,Accountant,2020-09-24 15:01:33.656503950,1004824.4273070504
C00279,retail,51,F,Chiapas,Accountant,2021-09-09 13:49:40.075646481,650948.830454452
C00280,retail,38,F,Puebla,Doctor,2022-12-12 09:41:51.813406140,1449020.490563957
C00281,retail,18,M,Hidalgo,Student,2021-11-28 18:26:15.067749156,262040.1623614112
C00282,retail,45,F,Colima,Engineer,2021-06-27 07:09:08.399795920,1120542.266183131
C00283,retail,41,M,Tlaxcala,Doctor,2025-03-08 20:55:23.287413140,862247.2859948123
C00284,retail,43,M,Ciudad de México,Retired,2024-01-31 23:34:26.232391378,267801.2111825848
C00285,retail,42,F,Yucatán,Teacher,2023-08-26 13:21:39.999371910,471858.98374273384
C00286,retail,26,M,Zacatecas,Engineer,2025-01-24 10:28:56.722449867,1079611.4031534144
C00287,retail,48,F,Veracruz,Retired,2021-07-30 13:33:53.185109030,433840.13816762954
C00288,retail,49,M,Colima,Accountant,2022-11-02 11:55:44.573039456,1019253.8787031916
C00289,retail,50,F,Zacatecas,Student,2020-12-21 11:16:52.561109734,208173.04329961713
C00290,retail,53,M,Durango,Consultant,2021-07-25 23:17:22.721459966,559016.2418550106
C00291,retail,49,M,Baja California,Lawyer,2024-05-31 08:56:32.430469775,1513544.3063267563
C00292,retail,37,F,Durango,Student,2024-12-10 06:40:29.946007438,255140.83281123103
C00293,retail,41,M,Guanajuato,Freelancer,2021-01-24 10:48:44.038852558,640090.9977078747
C00294,retail,43,F,Quintana Roo,Accountant,2024-08-22 13:32:36.182191716,991681.2285681166
C00295,retail,43,F,Guanajuato,Sales,2025-08-01 09:08:55.076197603,785715.0332143541
